bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1249;2;0;0;0;0;18;1;0;230;18;1.1;0.9
1250;1;-0.26;0.01;0;-10;18;1;0;35;18;1.1;0.9
1251;1;19.55;0.02;0;0;18;1;0;35;18;1.1;0.9
1252;2;0;0;0;0;18;1;0;230;18;1.1;0.9
1253;1;0;0;0;0;18;1;0;115;18;1.1;0.9
1254;1;4.53;-0.27;0;0;18;1;0;115;18;1.1;0.9
1255;2;0;0;0;0;18;1;0;115;18;1.1;0.9
1256;1;2.17;2.51;0;0;18;1;0;115;18;1.1;0.9
1257;2;0;0;0;0;19;1;0;14.4;19;1.1;0.9
1258;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1259;2;72;4.06;0;0;19;1;0;138;19;1.1;0.9
1260;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1261;1;0.1;-1.44;0;0;19;1;0;138;19;1.1;0.9
1262;1;44.6;6.23;0;0;19;1;0;138;19;1.1;0.9
1263;2;0;0;0;0;19;1;0;13.8;19;1.1;0.9
1264;2;124.1;11.57;0;-20.56;19;1;0;138;19;1.1;0.9
1265;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1266;2;0;0;0;0;19;1;0;14.4;19;1.1;0.9
1267;2;0;0;0;0;19;1;0;500;19;1.1;0.9
1268;2;0;0;0;0;19;1;0;500;19;1.1;0.9
1269;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1270;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1271;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1272;2;0;0;0;0;19;1;0;6.3;19;1.1;0.9
1273;1;83.6;8.39;0;0;19;1;0;138;19;1.1;0.9
1274;1;76.6;7.94;0;0;19;1;0;138;19;1.1;0.9
1275;2;0;0;0;0;19;1;0;11.5;19;1.1;0.9
1276;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1277;1;0.1;-10.31;0;0;19;1;0;138;19;1.1;0.9
1278;1;27.9;3.98;0;0;19;1;0;138;19;1.1;0.9
1279;1;2851.23;-96.66;0;0;19;1;0;500;19;1.1;0.9
1280;2;0;0;0;0;19;1;0;13.8;19;1.1;0.9
1281;1;71.6;-48.27;0;0;19;1;0;500;19;1.1;0.9
1282;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1283;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1284;1;25;2.45;0;0;19;1;0;138;19;1.1;0.9
1285;1;78;9.77;0;0;19;1;0;138;19;1.1;0.9
1286;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1287;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1288;2;129.4;-6.28;0;0;19;1;0;500;19;1.1;0.9
1289;2;0;0;0;0;19;1;0;11.5;19;1.1;0.9
1290;1;13.9;1.36;0;0;19;1;0;138;19;1.1;0.9
1291;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1292;1;223.5;28.59;0;0;19;1;0;138;19;1.1;0.9
1293;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1294;1;48.8;3.34;0;0;19;1;0;138;19;1.1;0.9
1295;2;0;0;0;0;19;1;0;500;19;1.1;0.9
1296;2;0;0;0;0;19;1;0;6.3;19;1.1;0.9
1297;2;0;0;0;0;19;1;0;13.8;19;1.1;0.9
1298;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1299;2;0;0;0;0;19;1;0;6.3;19;1.1;0.9
1300;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1301;2;0;0;0;0;19;1;0;11.5;19;1.1;0.9
1302;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1303;1;12.6;-0.23;0;0;19;1;0;138;19;1.1;0.9
1304;2;0;0;0;0;19;1;0;6.3;19;1.1;0.9
1305;2;0;0;0;0;19;1;0;11;19;1.1;0.9
1306;1;65.2;5.41;0;0;19;1;0;138;19;1.1;0.9
1307;2;0;0;0;0;19;1;0;500;19;1.1;0.9
1308;1;181.1;24.97;0;0;19;1;0;138;19;1.1;0.9
1309;1;112.4;12.73;0;0;19;1;0;138;19;1.1;0.9
1310;1;0;0;0;0;20;1;0;20;20;1.1;0.9
1311;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1312;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1313;1;144.4;27.84;0;0;20;1;0;345;20;1.1;0.9
1314;1;0.1;-5.67;0;0;20;1;0;345;20;1.1;0.9
1315;1;343.9;136.35;0;0;20;1;0;345;20;1.1;0.9
1316;2;0.1;-6.63;0;0;20;1;0;345;20;1.1;0.9
1317;1;0.1;-2.05;0;0;20;1;0;345;20;1.1;0.9
1318;1;0.1;-3.47;0;0;20;1;0;345;20;1.1;0.9
1319;1;0.1;-2.81;0;0;20;1;0;345;20;1.1;0.9
1320;1;0.1;-2.61;0;0;20;1;0;345;20;1.1;0.9
1321;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1322;1;20.92;6.49;0;0;20;1;0;345;20;1.1;0.9
1323;1;0.1;-2.91;0;0;20;1;0;345;20;1.1;0.9
1324;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1325;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1326;1;0.1;-3.72;0;0;20;1;0;345;20;1.1;0.9
1327;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1328;1;107;33.16;0;0;20;1;0;345;20;1.1;0.9
1329;1;83.29;22.87;0;0;20;1;0;345;20;1.1;0.9
1330;1;0.1;-1.02;0;0;20;1;0;345;20;1.1;0.9
1331;1;0.1;-13.94;0;0;20;1;0;345;20;1.1;0.9
1332;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1333;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1334;2;0;0;0;0;20;1;0;500;20;1.1;0.9
1335;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1336;1;0.1;-25.37;0;-130.82;20;1;0;500;20;1.1;0.9
1337;1;0.1;-1.37;0;61.12;20;1;0;345;20;1.1;0.9
1338;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1339;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1340;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1341;1;0.1;-7.45;0;0;20;1;0;345;20;1.1;0.9
1342;1;111;34.39;0;0;20;1;0;345;20;1.1;0.9
1343;1;349.3;143.76;0;39.9;20;1;0;345;20;1.1;0.9
1344;1;141.2;37.85;0;0;20;1;0;345;20;1.1;0.9
1345;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1346;2;0.1;-3.06;0;0;20;1;0;345;20;1.1;0.9
1347;1;0.1;-2.07;0;0;20;1;0;345;20;1.1;0.9
1348;1;0.1;-2.9;0;0;20;1;0;345;20;1.1;0.9
1349;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1350;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1351;1;300.14;71.82;0;0;20;1;0;345;20;1.1;0.9
1352;1;38.44;1.44;0;0;20;1;0;345;20;1.1;0.9
1353;1;131.69;-60.2;0;0;20;1;0;345;20;1.1;0.9
1354;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1355;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1356;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1357;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1358;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1359;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1360;2;0;0;0;0;20;1;0;20;20;1.1;0.9
1361;1;90.7;22.39;0;-65.04;21;1;0;345;21;1.1;0.9
1362;1;128.9;48.33;0;0;21;1;0;500;21;1.1;0.9
1363;1;0.1;-27.85;0;-67.29;21;1;0;500;21;1.1;0.9
1364;2;40.24;-1.25;0;0;21;1;0;500;21;1.1;0.9
1365;1;0.1;-11.12;0;0;21;1;0;500;21;1.1;0.9
1366;2;0.1;-0.98;0;0;21;1;0;500;21;1.1;0.9
1367;2;0.1;-9.67;0;0;21;1;0;500;21;1.1;0.9
1368;1;0.1;-24.6;0;0;21;1;0;500;21;1.1;0.9
1369;1;170.2;44.53;0;0;21;1;0;500;21;1.1;0.9
1370;1;0.1;-14.13;0;0;21;1;0;500;21;1.1;0.9
1371;1;0.1;-14.29;0;0;21;1;0;500;21;1.1;0.9
1372;2;226.3;47.84;0;-188;21;1;0;345;21;1.1;0.9
1373;1;106.1;-29.03;0;17.77;21;1;0;500;21;1.1;0.9
1374;1;72.1;49.8;0;0;21;1;0;500;21;1.1;0.9
1375;2;0.1;-17.24;0;0;21;1;0;500;21;1.1;0.9
1376;1;0.1;-2.19;0;0;21;1;0;345;21;1.1;0.9
1377;1;0.1;-19.01;0;0;21;1;0;500;21;1.1;0.9
1378;1;119;-357.19;0;0;21;1;0;500;21;1.1;0.9
1379;1;0.1;-14.4;0;0;21;1;0;500;21;1.1;0.9
1380;1;174.1;-573.72;0;0;21;1;0;500;21;1.1;0.9
1381;1;0.1;-10.78;0;0;21;1;0;500;21;1.1;0.9
1382;1;0.1;-12.22;0;0;21;1;0;500;21;1.1;0.9
1383;1;125.2;28.67;0;0;21;1;0;500;21;1.1;0.9
1384;1;0.1;-1.14;0;0;21;1;0;500;21;1.1;0.9
1385;1;0.1;-21.82;0;0;21;1;0;500;21;1.1;0.9
1386;1;0.1;-16.34;0;0;21;1;0;500;21;1.1;0.9
1387;1;165.3;75.73;0;0;21;1;0;500;21;1.1;0.9
1388;1;128;57.95;0;0;21;1;0;500;21;1.1;0.9
1389;2;0.1;-18.8;0;0;21;1;0;500;21;1.1;0.9
1390;1;97;-590.19;0;0;21;1;0;500;21;1.1;0.9
1391;1;0.1;-14.69;0;0;21;1;0;500;21;1.1;0.9
1392;1;169;48.34;0;0;21;1;0;500;21;1.1;0.9
1393;1;268.2;-300.46;0;0;21;1;0;500;21;1.1;0.9
1394;2;28.93;0.2;0;0;21;1;0;345;21;1.1;0.9
1395;2;0.1;-17.79;0;0;21;1;0;500;21;1.1;0.9
1396;2;61.27;-39.16;0;0;21;1;0;500;21;1.1;0.9
1397;1;83.19;17.84;0;-42.85;21;1;0;345;21;1.1;0.9
1398;1;623.77;-7.89;0;0;21;1;0;500;21;1.1;0.9
1399;2;0;0;0;0;21;1;0;20;21;1.1;0.9
1400;1;63.87;40.26;0;8.35;21;1;0;500;21;1.1;0.9
1401;1;613;-116.91;0;0;21;1;0;500;21;1.1;0.9
1402;1;96.2;21.25;0;2.1;21;1;0;345;21;1.1;0.9
1403;2;0;0;0;0;21;1;0;500;21;1.1;0.9
1404;1;0.1;-21.6;0;77;21;1;0;500;21;1.1;0.9
1405;1;0.1;-17.3;0;0;21;1;0;500;21;1.1;0.9
1406;1;151.56;-375.11;0;0;21;1;0;500;21;1.1;0.9
1407;1;93.9;19.55;0;2.1;21;1;0;345;21;1.1;0.9
1408;2;53.36;21.31;0;0;21;1;0;500;21;1.1;0.9
1409;1;0.1;-5.88;0;0;21;1;0;500;21;1.1;0.9
1410;1;0.1;-17.63;0;0;21;1;0;500;21;1.1;0.9
1411;1;0;0;0;7.37;22;1;0;500;22;1.1;0.9
1412;2;0;0;0;0;22;1;0;500;22;1.1;0.9
1413;2;0;0;0;0;22;1;0;500;22;1.1;0.9
1414;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1415;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1416;1;3.53;-1.5;0;0;22;1;0;138;22;1.1;0.9
1417;2;0;0;0;41.76;22;1;0;138;22;1.1;0.9
1418;2;0;0;0;0;22;1;0;138;22;1.1;0.9
1419;1;11.96;-36.9;0;0;22;1;0;138;22;1.1;0.9
1420;1;16.43;1.79;0;0;22;1;0;138;22;1.1;0.9
1421;2;0;0;0;0;22;1;0;138;22;1.1;0.9
1422;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1423;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1424;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1425;1;0;0;0;1.75;22;1;0;138;22;1.1;0.9
1426;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1427;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1428;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1429;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1430;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1431;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1432;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1433;1;24.65;6.41;0;0;22;1;0;138;22;1.1;0.9
1434;2;0;0;0;10.94;22;1;0;500;22;1.1;0.9
1435;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1436;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1437;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1438;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1439;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1440;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1441;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1442;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1443;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1444;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1445;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1446;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1447;1;45.4;1.23;0;0;22;1;0;33;22;1.1;0.9
1448;1;35.17;7.25;0;0;22;1;0;33;22;1.1;0.9
1449;1;19.87;5.56;0;0;22;1;0;33;22;1.1;0.9
1450;1;40.33;12.62;0;0;22;1;0;33;22;1.1;0.9
1451;1;34.77;7.65;0;0;22;1;0;33;22;1.1;0.9
1452;1;29.3;5.86;0;0;22;1;0;33;22;1.1;0.9
1453;1;35.76;8.74;0;0;22;1;0;33;22;1.1;0.9
1454;2;39.73;9.74;0;0;22;1;0;33;22;1.1;0.9
1455;1;6.46;2.78;0;0;22;1;0;33;22;1.1;0.9
1456;1;47.78;11.82;0;0;22;1;0;33;22;1.1;0.9
1457;1;38.64;9.44;0;0;22;1;0;33;22;1.1;0.9
1458;1;45.5;9.04;0;0;22;1;0;33;22;1.1;0.9
1459;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1460;1;0;0;0;0;22;1;0;138;22;1.1;0.9
1461;1;48.08;4.04;0;0;22;1;0;33;22;1.1;0.9
1462;2;0.1;-7.32;0;0;23;1;0;138;23;1.1;0.9
1463;1;0.1;-0.32;0;0;23;1;0;138;23;1.1;0.9
1464;1;0.1;-12.98;0;0;23;1;0;138;23;1.1;0.9
1465;1;0.1;-6.81;0;8.94;23;1;0;138;23;1.1;0.9
1466;2;0.1;-4.07;0;37.24;23;1;0;138;23;1.1;0.9
1467;2;0;0;0;0;23;1;0;138;23;1.1;0.9
1468;1;24.63;14.02;0;35.58;23;1;0;138;23;1.1;0.9
1469;1;113;44.48;0;28.44;23;1;0;138;23;1.1;0.9
1470;1;0.1;-28.03;0;0;23;1;0;138;23;1.1;0.9
1471;2;26.35;28.18;0;-10.67;23;1;0;138;23;1.1;0.9
1472;1;25.13;11.09;0;4.06;23;1;0;138;23;1.1;0.9
1473;1;0;0;0;0;23;1;0;138;23;1.1;0.9
1474;1;0;0;0;0;23;1;0;138;23;1.1;0.9
1475;1;0;0;0;0;23;1;0;138;23;1.1;0.9
1476;1;71.98;17.8;0;0;24;1;0;345;24;1.1;0.9
1477;1;10.01;-4.11;0;0;24;1;0;345;24;1.1;0.9
1478;1;69.08;23;0;0;24;1;0;345;24;1.1;0.9
1479;1;30.03;13.39;0;0;24;1;0;345;24;1.1;0.9
1480;1;91.1;31.7;0;0;24;1;0;345;24;1.1;0.9
1481;1;0.12;0.04;0;0;24;1;0;345;24;1.1;0.9
1482;1;51.86;18.13;0;0;24;1;0;345;24;1.1;0.9
1483;1;146.9;34.11;0;0;24;1;0;345;24;1.1;0.9
1484;2;0.1;-8.53;0;0;24;1;0;345;24;1.1;0.9
1485;1;23.03;6.54;0;0;24;1;0;345;24;1.1;0.9
1486;1;69.08;19.21;0;0;24;1;0;345;24;1.1;0.9
1487;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1488;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1489;1;57.56;22.99;0;0;24;1;0;345;24;1.1;0.9
1490;1;0.1;-0.43;0;5.13;24;1;0;345;24;1.1;0.9
1491;2;0.1;-1.57;0;55.39;24;1;0;345;24;1.1;0.9
1492;1;104.5;31.09;0;0;24;1;0;345;24;1.1;0.9
1493;1;0.1;-2.23;0;0;24;1;0;345;24;1.1;0.9
1494;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1495;2;0.1;-8.45;0;0;24;1;0;345;24;1.1;0.9
1496;1;47.95;12.84;0;0;24;1;0;345;24;1.1;0.9
1497;1;-2.91;-0.62;0;0;24;1;0;345;24;1.1;0.9
1498;1;96;16.41;0;0;24;1;0;345;24;1.1;0.9
1499;1;190;41.92;0;0;24;1;0;345;24;1.1;0.9
1500;1;45.05;3.01;0;0;24;1;0;345;24;1.1;0.9
1501;1;144;50.99;0;0;24;1;0;345;24;1.1;0.9
1502;1;64.27;14.7;0;0;24;1;0;345;24;1.1;0.9
1503;1;40.24;12.88;0;0;24;1;0;345;24;1.1;0.9
1504;1;71.98;23.92;0;0;24;1;0;345;24;1.1;0.9
1505;1;38.34;10.91;0;0;24;1;0;345;24;1.1;0.9
1506;1;95.9;9.99;0;0;24;1;0;345;24;1.1;0.9
1507;1;-2.91;-0.64;0;0;24;1;0;345;24;1.1;0.9
1508;1;43.15;12.67;0;0;24;1;0;345;24;1.1;0.9
1509;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1510;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1511;1;0.1;-0.69;0;0;24;1;0;345;24;1.1;0.9
1512;1;76.79;13;0;0;24;1;0;345;24;1.1;0.9
1513;1;20.02;1.92;0;0;24;1;0;345;24;1.1;0.9
1514;1;20.02;8.85;0;0;24;1;0;345;24;1.1;0.9
1515;1;64.47;34.18;0;0;24;1;0;345;24;1.1;0.9
1516;2;0.1;-0.15;0;0;24;1;0;345;24;1.1;0.9
1517;1;276.21;-138.55;0;0;24;1;0;500;24;1.1;0.9
1518;1;-6.79;-8.1;0;0;24;1;0;345;24;1.1;0.9
1519;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1520;1;0.24;-14.87;0;0;24;1;0;345;24;1.1;0.9
1521;1;52.76;-21.18;0;0;24;1;0;345;24;1.1;0.9
1522;1;149.63;54.01;0;0;24;1;0;345;24;1.1;0.9
1523;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1524;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1525;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1526;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1527;2;0.1;-0.13;0;0;24;1;0;345;24;1.1;0.9
1528;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1529;2;0;0;0;0;24;1;0;20;24;1.1;0.9
1530;1;0.1;-4.82;0;0;24;1;0;345;24;1.1;0.9
1531;1;57.56;19.64;0;0;24;1;0;345;24;1.1;0.9
1532;2;0.1;-11.22;0;0;24;1;0;500;24;1.1;0.9
1533;1;47.95;9.29;0;0;24;1;0;345;24;1.1;0.9
1534;1;0.1;-6.71;0;0;24;1;0;345;24;1.1;0.9
1535;2;0.1;-10.29;0;-33.74;24;1;0;345;24;1.1;0.9
1536;2;0;0;0;0;25;1;0;500;25;1.1;0.9
1537;1;0;0;0;0;25;1;0;500;25;1.1;0.9
1538;1;9.86;2;0;0;25;1;0;138;25;1.1;0.9
1539;2;4.44;-1.76;0;0;25;1;0;138;25;1.1;0.9
1540;2;2.5;0;0;0;25;1;0;138;25;1.1;0.9
1541;1;17.76;1.2;0;0;25;1;0;138;25;1.1;0.9
1542;1;12.33;2.1;0;0;25;1;0;138;25;1.1;0.9
1543;1;7.41;0.99;0;0;25;1;0;138;25;1.1;0.9
1544;1;4.93;0;0;0;25;1;0;138;25;1.1;0.9
1545;1;4.93;0;0;0;25;1;0;138;25;1.1;0.9
1546;1;14.8;2.5;0;0;25;1;0;138;25;1.1;0.9
1547;1;5.42;1.1;0;0;25;1;0;138;25;1.1;0.9
1548;1;4.44;1;0;0;25;1;0;138;25;1.1;0.9
1549;1;2.96;0.5;0;0;25;1;0;138;25;1.1;0.9
1550;2;5.42;0.6;0;-3.32;25;1;0;138;25;1.1;0.9
1551;1;0;0;0;0;25;1;0;138;25;1.1;0.9
1552;1;7.4;1.3;0;0;25;1;0;138;25;1.1;0.9
1553;1;10.36;1.3;0;0;25;1;0;138;25;1.1;0.9
1554;1;0;0;0;0;25;1;0;138;25;1.1;0.9
1555;1;0.49;0.2;0;0;25;1;0;138;25;1.1;0.9
1556;1;5.42;1;0;0;25;1;0;138;25;1.1;0.9
1557;1;6.41;1;0;0;25;1;0;138;25;1.1;0.9
1558;1;36.5;2;0;0;25;1;0;138;25;1.1;0.9
1559;1;3.95;0.5;0;0;25;1;0;138;25;1.1;0.9
1560;1;13.32;1.4;0;0;25;1;0;138;25;1.1;0.9
1561;1;2.96;0;0;0;25;1;0;138;25;1.1;0.9
1562;2;4.93;-0.66;0;8.06;25;1;0;138;25;1.1;0.9
1563;1;5.42;0.5;0;0;25;1;0;138;25;1.1;0.9
1564;1;1.97;0.2;0;0;25;1;0;138;25;1.1;0.9
1565;1;4.93;0.8;0;0;25;1;0;138;25;1.1;0.9
1566;1;5.92;1;0;0;25;1;0;138;25;1.1;0.9
1567;1;0;0;0;-2.14;25;1;0;138;25;1.1;0.9
1568;1;0;0;0;0;25;1;0;138;25;1.1;0.9
1569;1;1.48;0.2;0;0;25;1;0;138;25;1.1;0.9
1570;1;2.47;0.2;0;0;25;1;0;138;25;1.1;0.9
1571;1;6.41;0.5;0;0;25;1;0;138;25;1.1;0.9
1572;1;10.55;-6.25;0;0;25;1;0;138;25;1.1;0.9
1573;2;15.29;1.4;0;-17.72;25;1;0;138;25;1.1;0.9
1574;1;0;0;0;0;25;1;0;138;25;1.1;0.9
1575;1;5.92;0.5;0;0;25;1;0;138;25;1.1;0.9
1576;2;0;0;0;20.69;25;1;0;138;25;1.1;0.9
1577;1;0;0;0;0;25;1;0;138;25;1.1;0.9
1578;1;69.68;36.9;0;3.14;26;1;0;138;26;1.1;0.9
1579;1;-18.52;5.31;0;0;26;1;0;138;26;1.1;0.9
1580;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1581;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1582;1;32.94;11.45;0;10.23;26;1;0;138;26;1.1;0.9
1583;1;0.1;-0.2;0;0;26;1;0;138;26;1.1;0.9
1584;1;-8.31;2.52;0;0.75;26;1;0;138;26;1.1;0.9
1585;1;47.58;-19.53;0;4.78;26;1;0;138;26;1.1;0.9
1586;1;0.1;-5.38;0;0;26;1;0;138;26;1.1;0.9
1587;1;0.1;-0.94;0;0;26;1;0;138;26;1.1;0.9
1588;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1589;1;0.1;-0.41;0;0;26;1;0;138;26;1.1;0.9
1590;1;0.1;-1.55;0;0;26;1;0;138;26;1.1;0.9
1591;1;0.1;-1.61;0;0;26;1;0;138;26;1.1;0.9
1592;1;11.3;11.27;0;0.04;26;1;0;138;26;1.1;0.9
1593;2;0.1;-8.1;0;0;26;1;0;138;26;1.1;0.9
1594;1;0.1;-0.21;0;0;26;1;0;138;26;1.1;0.9
1595;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1596;1;0.1;-5.85;0;0;26;1;0;138;26;1.1;0.9
1597;1;0.1;-0.02;0;0;26;1;0;138;26;1.1;0.9
1598;1;0.1;-0.46;0;0;26;1;0;138;26;1.1;0.9
1599;1;35.77;-6.97;0;6.16;26;1;0;138;26;1.1;0.9
1600;2;57;-113.79;0;-123.73;26;1;0;500;26;1.1;0.9
1601;1;0.1;-3.4;0;0;26;1;0;138;26;1.1;0.9
1602;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1603;1;0.1;-5.5;0;0;26;1;0;138;26;1.1;0.9
1604;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1605;1;35.64;16.33;0;0;26;1;0;138;26;1.1;0.9
1606;1;0.1;-0.48;0;0;26;1;0;138;26;1.1;0.9
1607;1;29.53;25.1;0;44.48;26;1;0;138;26;1.1;0.9
1608;1;27.73;16.84;0;0;26;1;0;138;26;1.1;0.9
1609;1;0.1;-1.54;0;4.11;26;1;0;138;26;1.1;0.9
1610;1;47.65;25.31;0;8.31;26;1;0;138;26;1.1;0.9
1611;1;2.22;-11.36;0;63.71;26;1;0;138;26;1.1;0.9
1612;1;0;0;0;4.48;26;1;0;138;26;1.1;0.9
1613;2;0.1;-0.98;0;0.76;26;1;0;138;26;1.1;0.9
1614;1;0.1;-0.19;0;0;26;1;0;138;26;1.1;0.9
1615;1;0.1;-1.99;0;0;26;1;0;138;26;1.1;0.9
1616;1;4;0.1;0;1.84;26;1;0;138;26;1.1;0.9
1617;1;0.1;-5.96;0;0;26;1;0;138;26;1.1;0.9
1618;1;0.1;-0.76;0;0;26;1;0;138;26;1.1;0.9
1619;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1620;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1621;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1622;1;0.1;-0.48;0;0;26;1;0;138;26;1.1;0.9
1623;1;-16.82;4.87;0;0;26;1;0;138;26;1.1;0.9
1624;1;0;0;0;0.02;26;1;0;138;26;1.1;0.9
1625;1;0.1;-0.49;0;0;26;1;0;138;26;1.1;0.9
1626;1;114.17;11.2;0;0;26;1;0;138;26;1.1;0.9
1627;1;0.1;-1.03;0;0.78;26;1;0;138;26;1.1;0.9
1628;1;47.95;29.47;0;0;26;1;0;138;26;1.1;0.9
1629;1;0.1;-1.98;0;0;26;1;0;138;26;1.1;0.9
1630;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1631;1;70.78;41.68;0;12.92;26;1;0;138;26;1.1;0.9
1632;1;65.57;38.65;0;0;26;1;0;138;26;1.1;0.9
1633;2;0.1;-0.52;0;-26.49;26;1;0;138;26;1.1;0.9
1634;1;0.1;-0.33;0;0;26;1;0;138;26;1.1;0.9
1635;1;78.73;39.72;0;0;26;1;0;138;26;1.1;0.9
1636;1;0.1;-0.35;0;0;26;1;0;138;26;1.1;0.9
1637;1;34.44;27;0;88.96;26;1;0;138;26;1.1;0.9
1638;2;19.2;-118.78;0;0;26;1;0;500;26;1.1;0.9
1639;1;0.1;-2.28;0;0;26;1;0;138;26;1.1;0.9
1640;1;0.1;-0.54;0;0;26;1;0;138;26;1.1;0.9
1641;1;0.1;-1.55;0;0;26;1;0;138;26;1.1;0.9
1642;1;-0.94;-8.15;0;0;26;1;0;138;26;1.1;0.9
1643;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1644;2;0;0;0;-1.88;26;1;0;500;26;1.1;0.9
1645;1;0;0;0;0;26;1;0;138;26;1.1;0.9
1646;1;0.1;-0.55;0;0;26;1;0;138;26;1.1;0.9
1647;1;0.1;-0.52;0;0;26;1;0;138;26;1.1;0.9
1648;1;3.04;-17.93;0;0;26;1;0;138;26;1.1;0.9
1649;1;50.57;6.63;0;3.33;27;1;0;110;27;1.1;0.9
1650;1;0.1;-0.57;0;0;27;1;0;110;27;1.1;0.9
1651;1;14.62;3.78;0;0;27;1;0;110;27;1.1;0.9
1652;1;17.62;7.11;0;0;27;1;0;110;27;1.1;0.9
1653;2;0.1;-14.6;0;0;27;1;0;345;27;1.1;0.9
1654;1;0.1;-0.97;0;0;27;1;0;110;27;1.1;0.9
1655;1;11.51;2.59;0;0;27;1;0;110;27;1.1;0.9
1656;1;0;0;0;0;27;1;0;20;27;1.1;0.9
