fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
2156;2175;0.01;0.1;0;260;312;390;1;0;1;-30;30
2157;2161;0.00252;0.00394;0.0924;260;312;390;0;0;1;-30;30
2157;2171;0.01;0.1;0;260;312;390;1;0;1;-30;30
2158;2160;0.00252;0.00394;0.0924;260;312;390;0;0;1;-30;30
2158;2171;0.01;0.1;0;260;312;390;1;0;1;-30;30
2162;2163;0.00129;0.00286;0.00065;260;312;390;0;0;1;-30;30
2162;2164;0.00129;0.00286;0.00065;260;312;390;0;0;1;-30;30
2163;2189;0.01;0.1;0;260;312;390;1;0;1;-30;30
2163;2190;0.01;0.1;0;260;312;390;1;0;1;-30;30
2164;2188;0.01;0.1;0;260;312;390;1;0;1;-30;30
2164;2189;0.01;0.1;0;260;312;390;1;0;1;-30;30
2164;2190;0.01;0.1;0;260;312;390;1;0;1;-30;30
2165;2182;0.01;0.1;0;260;312;390;1;0;1;-30;30
2165;2183;0.01;0.1;0;260;312;390;1;0;1;-30;30
2166;2183;0.01;0.1;0;260;312;390;1;0;1;-30;30
2167;2179;0.01;0.1;0;13.28;15.93;19.92;1;0;1;-30;30
2168;2179;0.01;0.1;0;13.24;15.88;19.85;1;0;1;-30;30
2184;2187;0.01;0.1;0;20.3;24.37;30.46;1;0;1;-30;30
2185;2187;0.01;0.1;0;20.38;24.45;30.57;1;0;1;-30;30
2191;2192;0.01;0.1;0;27;32.4;48.6;0.99;0;1;-30;30
2191;2219;0.00264;0.00594;0.0066;26.94;32.32;48.48;0;0;1;-30;30
2193;2194;0.01;0.1;0;42.39;50.87;76.31;1.0048;0;1;-30;30
2193;2244;0.1296;0.3648;0;41.48;49.78;74.66;0;0;1;-30;30
2195;2196;0.01;0.1;0;13.5;16.2;24.3;1.01;0;1;-30;30
2260;2195;0.01;0.1;0;11.68;14.01;21.02;0.9929;0;1;-30;30
2197;2198;0.01;0.1;0;35.47;42.56;63.85;0.999;0;1;-30;30
2197;2278;0;0.001;0;35.54;42.65;63.98;0;0;1;-30;30
2199;2200;0.01;0.1;0;35.47;42.56;63.85;0.999;0;1;-30;30
2199;2278;0;0.001;0;35.54;42.65;63.98;0;0;1;-30;30
2201;2202;0.01;0.1;0;39.32;47.18;70.77;1.01;0;1;-30;30
2201;2203;0.0093;0.0212;0.0045;51.15;61.38;92.06;0;0;1;-30;30
2201;2246;0.0143;0.0328;0.0069;88.74;106.48;159.73;0;0;1;-30;30
2203;2204;0.01;0.1;0;51.3;61.56;92.34;0.998;0;1;-30;30
2205;2206;0.01;0.1;0;13.12;15.75;23.62;1.0057;0;1;-30;30
2205;2268;0.0455;0.0113;0.00216;13.05;15.66;23.5;0;0;1;-30;30
2207;2208;0.01;0.15;0;67.37;80.84;121.26;0;0;1;-30;30
2250;2207;0.01;0.1;0;66.44;79.72;119.58;1.01;0;1;-30;30
2209;2210;0.01;0.15;0;67.28;80.74;121.11;0;0;1;-30;30
2253;2209;0.01;0.1;0;66.47;79.77;119.65;1.01;0;1;-30;30
2211;2212;0.0151;0.6228;0;46.62;55.94;83.91;0;0;1;-30;30
2211;2213;0.0176;0.5087;0;46.83;56.2;84.3;0;0;1;-30;30
2211;2214;0.01;0.1;0;31.05;37.26;55.89;0.9977;0;1;-30;30
2211;2246;0.0263;0.0603;0.0128;39.85;47.82;71.72;0;0;1;-30;30
2285;2213;0.01;0.1;0;260;312;390;0.99;0;1;-30;30
2215;2216;0.01;0.1;0;10.64;12.77;19.16;0.9984;0;1;-30;30
2215;2271;1.0907;1.45053;0;10.28;12.34;18.51;0;0;1;-30;30
2217;2218;0.01;0.1;0;34.51;41.41;51.77;1.0089;0;1;-30;30
2217;2274;0.0028;0.0064;0.0014;34.41;41.3;51.62;0;0;1;-30;30
2272;2218;0.01;0.1;0;34.6;41.52;51.9;1.0045;0;1;-30;30
2286;2218;0.01;0.1;0;6.38;7.66;11.49;0.99;0;1;-30;30
2286;2218;0.01;0.1;0;8.23;9.88;14.82;1;0;1;-30;30
2219;2220;0.01;0.1;0;27;32.4;48.6;0.99;0;1;-30;30
2219;2247;0.0013;0.0029;0.0006;53.85;64.62;96.94;0;0;1;-30;30
2221;2222;0.0195;0.3652;0;22.95;27.54;41.31;0;0;1;-30;30
2221;2249;0.0053;0.0123;0.0025;57.1;68.52;102.77;0;0;1;-30;30
2221;2273;0.0121;0.0284;0.0057;68.25;81.9;102.37;0;0;1;-30;30
2223;2224;0.0195;0.3664;0;22.95;27.54;41.31;0;0;1;-30;30
2223;2252;0.0053;0.0123;0.0025;64.67;77.6;116.41;0;0;1;-30;30
2223;2274;0.0121;0.0284;0.0057;67.9;81.48;101.85;0;0;1;-30;30
2225;2226;0.01;0.1;0;34.54;41.44;51.8;1.0047;0;1;-30;30
2225;2273;0;0.0001;0;34.57;41.48;51.86;0;0;1;-30;30
2276;2226;0.01;0.1;0;34.37;41.24;51.55;1.0078;0;1;-30;30
2227;2228;0.01;0.1;0;27.74;33.29;49.94;0.9919;0;1;-30;30
2227;2244;0.1336;0.254;0.0009;27.47;32.96;49.44;0;0;1;-30;30
2229;2230;0.0217;0.4875;0;24.3;29.16;43.74;0;0;1;-30;30
2229;2249;0;0.0001;0;24.3;29.16;43.73;0;0;1;-30;30
2231;2232;0.01;0.1;0;35.92;43.1;64.65;0.9966;0;1;-30;30
2231;2241;0.0337;0.0772;0.0164;54.52;65.43;81.78;0;0;1;-30;30
2231;2243;0.0337;0.0772;0.0164;54.51;65.41;81.76;0;0;1;-30;30
2231;2258;0.0349;0.0799;0.017;37.75;45.3;56.62;0;0;1;-30;30
2231;2261;0.0106;0.0252;0.005;12.63;15.16;22.74;0;0;1;-30;30
2231;2277;0.0954;0.2184;0.0463;47.83;57.4;71.75;0;0;1;-30;30
2233;2234;0.01;0.1;0;98.13;117.76;176.64;0;0;1;-30;30
2245;2233;0.01;0.1;0;99.08;118.89;178.34;0.99;0;1;-30;30
2235;2236;0.01;0.1;0;32.76;39.32;58.98;0.9943;0;1;-30;30
2235;2280;0.0166;0.0332;0;32.9;39.48;59.22;0;0;1;-30;30
2237;2238;0.01;0.1;0;10.13;12.15;18.23;1.0071;0;1;-30;30
2237;2239;0.01;0.1;0;10.13;12.15;18.23;0.9997;0;1;-30;30
2237;2254;0.304;0.583;0;19.46;23.35;35.02;0;0;1;-30;30
2240;2241;0.0006;0.0028;0.0007;33.23;39.88;49.85;0;0;1;-30;30
2240;2244;0.01;0.1;0;33.21;39.86;49.82;1.0027;0;1;-30;30
2241;2247;0.0314;0.0719;0.0153;70.21;84.25;105.31;0;0;1;-30;30
2242;2243;0.0006;0.0028;0.0007;33.23;39.88;49.85;0;0;1;-30;30
2242;2244;0.01;0.1;0;33.21;39.86;49.82;1.0027;0;1;-30;30
2243;2246;0.0314;0.0719;0.0153;70.18;84.22;105.27;0;0;1;-30;30
2245;2266;0.00089;0.00607;0.0235;89.6;107.53;134.41;0;0;1;-30;30
2246;2247;0;0.0001;0;72.22;86.67;108.33;0;0;1;-30;30
2246;2248;0.0157;0.0359;0.0076;138.09;165.7;248.56;0;0;1;-30;30
2246;2249;0.0136;0.032;0.0064;81.38;97.65;146.48;0;0;1;-30;30
2246;2250;0.03065;0.07025;0.0149;42.37;50.85;63.56;0;0;1;-30;30
2246;2254;0.01;0.1;0;36.81;44.17;55.21;1.01;0;1;-30;30
2247;2251;0.0157;0.0359;0.0076;124.27;149.12;223.69;0;0;1;-30;30
2247;2252;0.0136;0.032;0.0064;64.67;77.6;116.41;0;0;1;-30;30
2247;2253;0.03065;0.07025;0.0149;48.82;58.58;73.22;0;0;1;-30;30
2247;2254;0.01;0.1;0;36.81;44.17;55.21;1.01;0;1;-30;30
2248;2271;0.01;0.1;0;48.76;58.51;73.14;1.0005;0;1;-30;30
2248;2275;0;1.00E-05;0;110.6;132.72;199.07;0;0;1;-30;30
2250;2255;0.03065;0.07025;0.0149;44.73;53.68;80.52;0;0;1;-30;30
2251;2270;0.02863;0.066;0.031;86.44;103.72;155.58;0;0;1;-30;30
2251;2271;0.01;0.1;0;39.89;47.87;71.8;0.99;0;1;-30;30
2252;2279;0;0.0001;0;260;312;390;0;0;1;-30;30
2253;2256;0.03065;0.07025;0.0149;59.07;70.89;88.61;0;0;1;-30;30
2255;2282;0.01;0.1;0;33.84;40.6;50.76;0.99;0;1;-30;30
2256;2282;0.01;0.1;0;58.28;69.93;87.42;0.99;0;1;-30;30
2257;2258;0.0012;0.0027;0.0006;11.79;14.15;21.23;0;0;1;-30;30
2257;2283;0.01;0.1;0;11.78;14.13;21.2;0.99;0;1;-30;30
2258;2259;0.0394;0.0901;0.0191;260;312;390;0;0;1;-30;30
2259;2267;0.0212;0.0486;0.0103;62.74;75.29;94.11;0;0;1;-30;30
2259;2268;0.01;0.1;0;19.68;23.62;29.53;0.9975;0;1;-30;30
2260;2261;0.0284;0.0675;0.0133;11.71;14.05;21.08;0;0;1;-30;30
2261;2287;0.01;0.1;0;1.15;1.37;1.72;1.0013;0;1;-30;30
2262;2263;0.0157;0.036;0.0076;39.83;47.8;59.75;0;0;1;-30;30
2262;2264;0.0157;0.036;0.0076;40.25;48.31;60.38;0;0;1;-30;30
2262;2265;0.0054;0.0987;0;87.22;104.66;130.83;1.01;0;1;-30;30
2262;2284;0.01;0.1;0;8.06;9.67;12.09;0.9923;0;1;-30;30
2262;2284;0.01;0.1;0;8.03;9.64;12.04;0.992;0;1;-30;30
2263;2277;0.0164;0.0375;0.0079;34.27;41.12;51.4;0;0;1;-30;30
2263;2280;0.01;0.1;0;19.64;23.56;29.45;0.99;0;1;-30;30
2264;2267;0.0164;0.0375;0.0079;26.77;32.13;48.19;0;0;1;-30;30
2264;2280;0.01;0.1;0;19.54;23.45;29.32;0.9905;0;1;-30;30
2265;2266;0.00407;0.02785;0.10787;88.89;106.67;133.34;0;0;1;-30;30
2267;2278;0.01;0.1;0;25.92;31.1;38.87;0.9911;0;1;-30;30
2267;2278;0.01;0.1;0;25.96;31.16;38.95;0.993;0;1;-30;30
2269;2275;0.02863;0.06599;0.031;83.53;100.23;150.35;0;0;1;-30;30
2269;2288;0.01;0.1;0;57.09;68.51;85.63;0.99;0;1;-30;30
2270;2288;0.01;0.1;0;39.8;47.76;59.7;0.99;0;1;-30;30
2275;2271;0.01;0.1;0;48.53;58.24;72.8;1.001;0;1;-30;30
2272;2273;0.0028;0.0064;0.0014;34.57;41.48;51.85;0;0;1;-30;30
2274;2276;0;0.0001;0;34.37;41.25;51.56;0;0;1;-30;30
2277;2278;0.01;0.1;0;20.06;24.07;36.1;0.99;0;1;-30;30
2280;2281;0.0601;0.1201;0;260;312;390;0;0;1;-30;30
2289;2318;0.01598;0.10228;0;56.7;68.05;85.06;0;0;1;-30;30
2289;2342;0.00192;0.06735;0;56.4;67.67;84.59;1.01;0;1;-30;30
2290;2345;0.00842;0.02007;0;50;60;90;0;0;1;-30;30
2321;2291;0.00212;0.08472;0;87.3;104.76;157.14;1.01;0;1;-30;30
2292;2307;0.00431;0.02472;0;109.72;131.66;197.49;0;0;1;-30;30
2293;2294;0.00189;0.06882;0;70.78;84.94;106.17;1.01;0;1;-30;30
2293;2294;0.00185;0.07028;0;70.8;84.96;106.2;1.01;0;1;-30;30
2293;2307;0.01197;0.0687;0;50;60;90;0;0;1;-30;30
2293;2340;0.0094;0.05757;0;79.18;95.02;142.53;0;0;1;-30;30
2294;2317;0.05693;0.18522;0;50;60;90;0;0;1;-30;30
2294;2323;0.03239;0.09428;0;16.12;19.34;29.01;0;0;1;-30;30
2294;2343;0.00548;0.01648;0;19.74;23.69;29.62;0;0;1;-30;30
2295;2312;0.05052;0.12533;0;31.18;37.42;56.12;0;0;1;-30;30
2295;2321;0.03779;0.09375;0;25.55;30.66;46;0;0;1;-30;30
2296;2345;0.07076;0.18461;0;51.82;62.18;77.73;0;0;1;-30;30
2297;2345;0.05516;0.12759;0;89.56;107.47;134.33;0;0;1;-30;30
2298;2320;0.01829;0.0546;0;50;60;90;0;0;1;-30;30
2298;2322;0.03188;0.08232;0;27.14;32.57;48.85;0;0;1;-30;30
2298;2329;0.03501;0.10192;0;50;60;90;0;0;1;-30;30
2298;2331;0.01016;0.0252;0;50;60;90;0;0;1;-30;30
2310;2299;0.00125;0.1;0;45.15;54.18;81.27;1.01;0;1;-30;30
2300;2319;0.00858;0.01964;0;30.66;36.79;55.18;0;0;1;-30;30
2300;2330;0.0096;0.0211;0;13.98;16.78;25.17;0;0;1;-30;30
2301;2303;0.02126;0.05067;0;50;60;90;0;0;1;-30;30
2301;2314;0.01556;0.04711;0;50;60;90;0;0;1;-30;30
2310;2302;0.00125;0.1;0;45.15;54.18;81.27;1.01;0;1;-30;30
2303;2329;0.02229;0.07031;0;50;60;90;0;0;1;-30;30
2321;2304;0.00212;0.08472;0;87.3;104.76;157.14;1.01;0;1;-30;30
2305;2339;0.01092;0.07275;0;98.01;117.61;147.01;0;0;1;-30;30
2305;2340;0.00484;0.02861;0;66.95;80.34;100.43;0;0;1;-30;30
2305;2345;0.00192;0.06735;0;50;60;90;1.01;0;1;-30;30
2305;2345;0.00189;0.06882;0;50;60;90;1.01;0;1;-30;30
2306;2328;0.06314;0.16296;0;32.19;38.63;48.28;0;0;1;-30;30
2306;2332;0.03428;0.10388;0;50;60;90;0;0;1;-30;30
2306;2337;0.05129;0.11277;0;23.57;28.29;42.43;0;0;1;-30;30
2308;2313;0.00398;0.01402;0;50;60;90;0;0;1;-30;30
2308;2325;0.0036;0.01134;0;33.82;40.59;50.74;0;0;1;-30;30
2309;2313;0.04678;0.10112;0;86.24;103.49;129.36;0;0;1;-30;30
2310;2311;0.0127;0.03027;0;27.23;32.67;49.01;0;0;1;-30;30
2310;2311;0.01246;0.03091;0;26.82;32.18;48.27;0;0;1;-30;30
2310;2334;0.00833;0.02438;0;41.33;49.6;74.4;0;0;1;-30;30
2310;2341;0.00125;0.1;0;45.68;54.81;82.22;1.01;0;1;-30;30
2310;2342;0.00815;0.02484;0;39.91;47.89;71.84;0;0;1;-30;30
2311;2328;0.02535;0.05794;0;26.52;31.83;47.74;0;0;1;-30;30
2311;2334;0.01294;0.02962;0;50;60;90;0;0;1;-30;30
2311;2346;0.00808;0.02864;0;15.28;18.33;27.5;0;0;1;-30;30
2312;2314;0.03583;0.11303;0;28.74;34.48;51.72;0;0;1;-30;30
2312;2321;0.08582;0.22158;0;28.92;34.7;52.06;0;0;1;-30;30
2312;2322;0.01491;0.03413;0;27.18;32.62;48.93;0;0;1;-30;30
2313;2324;0.06591;0.1449;0;54.71;65.66;82.07;0;0;1;-30;30
2313;2325;0.00635;0.01513;0;47.83;57.4;71.75;0;0;1;-30;30
2313;2338;0.01428;0.03345;0;17.71;21.26;31.89;0;0;1;-30;30
2315;2317;0.00782;0.02165;0;50;60;90;0;0;1;-30;30
2315;2343;0.04199;0.15403;0;50;60;90;0;0;1;-30;30
2316;2324;0.04972;0.1093;0;56.84;68.21;85.26;0;0;1;-30;30
2316;2334;0.03141;0.07795;0;54.75;65.7;82.13;0;0;1;-30;30
2316;2336;0.04623;0.11937;0;31.93;38.32;57.47;0;0;1;-30;30
2317;2323;0.03142;0.0938;0;50;60;90;0;0;1;-30;30
2318;2339;0.02455;0.17552;0;62.31;74.78;112.17;0;0;1;-30;30
2319;2345;0.00624;0.01892;0;36.25;43.5;65.25;0;0;1;-30;30
2320;2332;0.02348;0.06843;0;50;60;90;0;0;1;-30;30
2321;2333;0.05833;0.15058;0;34.49;41.39;62.09;0;0;1;-30;30
2321;2336;0.06418;0.14112;0;32.64;39.17;58.76;0;0;1;-30;30
2340;2321;0.00167;0.0776;0;61.76;74.11;92.64;1.01;0;1;-30;30
2325;2326;0.02778;0.08295;0;107.17;128.6;160.75;0;0;1;-30;30
2326;2342;0.01476;0.04295;0;115.05;138.07;172.58;0;0;1;-30;30
2327;2342;0.00894;0.02499;0;50;60;90;0;0;1;-30;30
2327;2346;0.00657;0.0196;0;50;60;90;0;0;1;-30;30
2331;2334;0.03747;0.11353;0;36.81;44.17;55.21;0;0;1;-30;30
2332;2342;0.05315;0.11687;0;46.85;56.22;70.27;0;0;1;-30;30
2333;2342;0.07314;0.18144;0;50;60;90;0;0;1;-30;30
2334;2342;0;0.00083;0;67.23;80.68;100.85;0;0;1;-30;30
2335;2344;0.00228;0.02412;0;129.27;155.12;232.69;0;0;1;-30;30
2344;2342;0.00194;0.08808;0;104.47;125.36;156.7;1.01;0;1;-30;30
2344;2342;0.0019;0.08995;0;103.64;124.37;155.47;1.01;0;1;-30;30
2347;2349;0.00169;0.01931;0.53814;866;866;866;0;0;1;-30;30
2348;2349;0.00152;0.01739;0.48083;866;866;866;0;0;1;-30;30
2349;2350;1.00E-05;6.00E-05;0;1593;1593;1593;0;0;1;-30;30
2395;2349;0.00136;0.05992;0;250;250;250;1.11092;0;1;-30;30
2351;2393;0.00149;0.00174;0.00037;39;39;39;0;0;1;-30;30
2352;2395;0.02124;0.06909;0.00708;39;39;39;0;0;1;-30;30
2353;2354;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2353;2386;0.03678;0.08405;0.01056;144.67;173.6;217;0;0;1;-30;30
2354;2355;0.00397;0.01174;0.00144;124.82;149.79;187.23;0;0;1;-30;30
2355;2356;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2356;2361;0.00264;0.00769;0.00101;110.52;132.62;165.78;0;0;1;-30;30
2357;2358;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2357;2396;0.0343;0.11;0.01158;62;62;62;0;0;1;-30;30
2358;2390;0.01876;0.05926;0.00642;62;62;62;0;0;1;-30;30
2359;2396;0.01455;0.04521;0.0051;258.22;309.86;387.33;0;0;1;-30;30
2360;2389;0.00397;0.00579;0.00109;57;57;57;0;0;1;-30;30
2361;2362;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2361;2365;0.04124;0.07066;0.00857;39;39;39;0;0;1;-30;30
2361;2373;0.03868;0.11587;0.01404;62;62;62;0;0;1;-30;30
2361;2375;0.01091;0.0357;0.00362;62;62;62;0;0;1;-30;30
2362;2369;0.04942;0.16132;0.01634;62;62;62;0;0;1;-30;30
2362;2371;0.03264;0.09331;0.0124;62;62;62;0;0;1;-30;30
2362;2381;0.00934;0.01628;0.00189;39;39;39;0;0;1;-30;30
2362;2395;0.04909;0.21488;0.02272;62;62;62;0;0;1;-30;30
2363;2364;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2363;2841;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
2364;2385;0.00661;0.02058;0.00231;62;62;62;0;0;1;-30;30
2365;2366;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2366;2390;0.03579;0.06314;0.0077;39;39;39;0;0;1;-30;30
2367;2388;0.02736;0.08909;0.00906;38;38;38;0;0;1;-30;30
2367;2393;0.00694;0.01901;0.00195;51;51;51;0;0;1;-30;30
2367;2840;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
2368;2369;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2368;2815;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
2370;2371;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2371;2380;0.02198;0.07174;0.00727;62;62;62;0;0;1;-30;30
2372;2373;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2372;2374;0.03934;0.08496;0.02002;62;62;62;0;0;1;-30;30
2375;2376;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2376;2379;0.0319;0.10785;0.011;62;62;62;0;0;1;-30;30
2377;2378;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2377;2387;0.02025;0.06612;0.00668;152.43;182.91;228.64;0;0;1;-30;30
2378;2395;0.01959;0.06397;0.00647;145.7;174.84;218.55;0;0;1;-30;30
2379;2380;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2382;2383;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2382;2818;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
2383;2396;0.00595;0.01917;0.00201;86.14;103.37;129.21;0;0;1;-30;30
2384;2385;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2384;2395;0.0057;0.01777;0.00198;84.8;101.76;127.19;0;0;1;-30;30
2386;2387;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2389;2390;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2389;2397;0.03727;0.12074;0.01246;62;62;62;0;0;1;-30;30
2391;2392;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2392;2396;0.05306;0.2314;0.02446;62;62;62;0;0;1;-30;30
2393;2395;0.00942;0.02802;0.00346;62;62;62;0;0;1;-30;30
2394;2396;0.01116;0.02983;0.0036;79.66;103.56;103.56;0;0;1;-30;30
2394;2833;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
2395;2396;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2395;2398;0.0119;0.03752;0.00408;62;62;62;0;0;1;-30;30
2397;2398;8.00E-05;0.00083;0;438;438;438;0;0;1;-30;30
2399;2400;0.0003;0.00385;0;746.03;895.24;1342.86;0;0;1;-30;30
2447;2399;0.00017;0.00679;0;740.67;888.8;1333.21;1;-0.087;1;-30;30
2400;2407;0.00033;0.02645;0;180.23;216.27;324.41;0.99;0;1;-30;30
2400;2419;0.00125;0.1;0;42.24;50.68;76.02;1.00581;0;1;-30;30
2400;2420;0.00125;0.1;0;42.24;50.68;76.02;1.00581;0;1;-30;30
2400;2428;0.00125;0.1;0;42.24;50.68;76.02;1.00581;0;1;-30;30
2400;2434;0.00125;0.1;0;42.24;50.68;76.02;1.00581;0;1;-30;30
2400;2442;0.00125;0.1;0;42.24;50.68;76.02;1.00581;0;1;-30;30
2400;2443;0.00125;0.1;0;42.24;50.68;76.02;1.00581;0;1;-30;30
2400;2444;0.00125;0.1;0;42.24;50.68;76.02;1.00581;0;1;-30;30
2400;2445;0.00125;0.1;0;42.24;50.68;76.02;1.00581;0;1;-30;30
2400;2446;0.00125;0.1;0;42.24;50.68;76.02;1.00581;0;1;-30;30
2447;2401;0.0022;0.088;0;50;60;90;0.99464;0;1;-30;30
2447;2402;0.0022;0.088;0;50;60;90;0.99464;0;1;-30;30
2447;2403;0.0022;0.088;0;50;60;90;0.99464;0;1;-30;30
2447;2404;0.0022;0.088;0;50;60;90;0.99464;0;1;-30;30
2405;2421;0.00017;0.00111;0;336.42;403.71;605.56;0;0;1;-30;30
2406;2413;0.00126;0.00822;0;243.7;292.44;438.66;0;0;1;-30;30
2406;2414;0.00125;0.1;0;88.1;105.71;132.14;0.9981;0;1;-30;30
2406;2415;0.00125;0.1;0;67.43;80.92;101.14;0.9981;0;1;-30;30
2406;2416;0.00125;0.1;0;67.43;80.92;101.14;0.9981;0;1;-30;30
2406;2417;0.00125;0.1;0;67.43;80.92;101.14;0.9981;0;1;-30;30
2406;2418;0.00125;0.1;0;67.43;80.92;101.14;0.9981;0;1;-30;30
2406;2421;0.00186;0.00874;0;335.94;403.12;604.69;0;0;1;-30;30
2447;2408;0.0022;0.088;0;50;60;90;0.99464;0;1;-30;30
2413;2409;0.00125;0.1;0;35.12;42.15;63.22;1.00087;0;1;-30;30
2425;2410;0.00125;0.1;0;50;60;90;0.99577;0;1;-30;30
2425;2411;0.00125;0.1;0;50;60;90;0.99577;0;1;-30;30
2425;2412;0.00125;0.1;0;50;60;90;0.99577;0;1;-30;30
2413;2425;0.00212;0.00931;0;89.37;107.24;160.86;0;0;1;-30;30
2413;2429;0.00125;0.1;0;20.42;24.51;36.76;1.00081;0;1;-30;30
2413;2430;0.00125;0.1;0;35.42;42.51;63.76;1.00087;0;1;-30;30
2413;2431;0.00125;0.1;0;20.42;24.51;36.76;1.00081;0;1;-30;30
2447;2413;0.00066;0.04711;0;204.61;245.53;306.92;0.99;0;1;-30;30
2447;2422;0.0022;0.088;0;50;60;90;0.99464;0;1;-30;30
2447;2423;0.0022;0.088;0;50;60;90;0.99464;0;1;-30;30
2447;2424;0.0022;0.088;0;128.71;154.45;231.67;1.0013;0;1;-30;30
2425;2435;0.00125;0.1;0;61.14;73.37;110.05;1.0015;0;1;-30;30
2425;2436;0.00125;0.1;0;61.14;73.37;110.05;1.0015;0;1;-30;30
2425;2437;0.00125;0.1;0;50;60;90;0.99576;0;1;-30;30
2448;2426;0.00125;0.1;0;50;60;90;0.99103;0;1;-30;30
2448;2427;0.00125;0.1;0;50;60;90;0.99103;0;1;-30;30
2448;2432;0.00125;0.1;0;54.08;64.89;97.34;0.99705;0;1;-30;30
2448;2433;0.00125;0.1;0;50;60;90;0.99103;0;1;-30;30
2448;2438;0.00125;0.1;0;54.08;64.89;97.34;0.99705;0;1;-30;30
2448;2439;0.00125;0.1;0;50;60;90;0.99103;0;1;-30;30
2448;2440;0.00125;0.1;0;50;60;90;0.99103;0;1;-30;30
2448;2441;0.00125;0.1;0;50;60;90;0.99103;0;1;-30;30
2447;2448;0.00114;0.01063;0;699.47;839.37;1259.05;0;0;1;-30;30
2508;2449;0.00053;0.02122;0;234.79;281.75;422.62;1.01;0;1;-30;30
2450;2457;0.00175;0.01189;0;212.99;255.59;319.49;0;0;1;-30;30
2450;2463;0.00851;0.04389;0;253.97;304.77;457.15;0;0;1;-30;30
2450;2467;0.00012;0.00084;0;217.26;260.71;391.07;0;0;1;-30;30
2468;2451;0.00071;0.03084;0;553.22;663.86;829.82;1.00687;0;1;-30;30
2456;2452;0.00212;0.08472;0;96.26;115.51;173.26;1.00686;0;1;-30;30
2478;2453;0.00212;0.08472;0;109.74;131.69;197.53;0.99018;0;1;-30;30
2454;2488;0.00013;0.00117;0;860.67;1032.8;1549.21;0;0;1;-30;30
2454;2498;0.00053;0.02122;0;436.19;523.43;785.14;1.01;0;1;-30;30
2454;2499;0.00053;0.02122;0;436.19;523.43;785.14;1.01;0;1;-30;30
2455;2463;3.00E-05;0.00047;0;66.96;80.35;120.53;0;0;1;-30;30
2455;2495;0.00125;0.1;0;67.33;80.79;121.19;1.00175;0;1;-30;30
2456;2465;0.00038;0.02201;0;413.1;495.71;619.64;1.00687;0;1;-30;30
2456;2468;0.00017;0.00314;0;439.96;527.96;791.93;0;0;1;-30;30
2456;2500;0.00212;0.08472;0;98.16;117.8;176.7;1.00686;0;1;-30;30
2456;2501;0.00212;0.08472;0;98.16;117.8;176.7;1.00686;0;1;-30;30
2456;2502;0.00212;0.08472;0;98.16;117.8;176.7;1.00686;0;1;-30;30
2456;2503;0.00212;0.08472;0;98.16;117.8;176.7;1.00686;0;1;-30;30
2457;2465;0.00012;0.00034;0;208.55;250.26;312.82;0;0;1;-30;30
2457;2465;0.00011;0.00035;0;204.95;245.94;307.43;0;0;1;-30;30
2457;2475;0.00181;0.01304;0;199.7;239.64;299.55;0;0;1;-30;30
2458;2479;0.00035;0.02656;0;116.99;140.39;175.49;1.00687;0;1;-30;30
2458;2479;0.00033;0.02564;0;121.19;145.43;181.79;1.00687;0;1;-30;30
2458;2480;0.0004;0.00517;0;420.7;504.84;631.05;0;0;1;-30;30
2458;2488;0.00133;0.01413;0;583.61;700.33;1050.5;0;0;1;-30;30
2458;2505;0.00116;0.01869;0;628.29;753.95;942.44;0;0;1;-30;30
2459;2488;4.00E-05;0.00081;0;1018.44;1222.13;1527.66;0;0;1;-30;30
2459;2488;4.00E-05;0.00071;0;1025.77;1230.92;1538.65;0;0;1;-30;30
2459;2505;0.00035;0.00618;0;613.43;736.12;1104.18;0;0;1;-30;30
2459;2505;0.00036;0.00606;0;625.48;750.58;1125.86;0;0;1;-30;30
